iterations,top_n,coherence,LL
700,20,2.9671353500932898,-8.48303
750,20,2.9595692785568977,-8.4716
800,20,2.9903219966696444,-8.45364
850,20,3.0498195772804824,-8.44322
900,20,2.9989381585310615,-8.43481
950,20,3.0145250190001103,-8.42965
1000,20,3.0098570786085412,-8.4252
1050,20,2.9639381866475465,-8.42415
1100,20,2.925451447441636,-8.41919
1150,20,3.007193229277218,-8.41662
1200,20,2.9087024289509396,-8.41225
1250,20,2.9383296486038506,-8.41083
1300,20,3.005506457635194,-8.41698
1350,20,3.0420858708141205,-8.41305
1400,20,2.8941074374343527,-8.41404
1450,20,2.9806920607568936,-8.40726
1500,20,3.020682287030855,-8.40914
1550,20,3.0242789628664113,-8.40913
1600,20,3.002066834962728,-8.40362
1650,20,3.0351687688919635,-8.40833
1700,20,3.0759416680834475,-8.41217
1750,20,3.0865396697612297,-8.40882
1800,20,3.001961845666026,-8.41093
1850,20,2.989032667818637,-8.40727
1900,20,3.1659517099775467,-8.41232
1950,20,3.0850287388633952,-8.40933
2000,20,3.012619870775988,-8.40989
2050,20,3.0803602650179482,-8.40852
2100,20,3.0515441172817726,-8.41141
2150,20,3.009463629634583,-8.41342
2200,20,3.043744051160865,-8.40951
2250,20,2.9891882141941184,-8.41381
2300,20,3.060197691596744,-8.40687
2350,20,3.0897152862475026,-8.40787
2400,20,3.086088810909543,-8.40776
2450,20,2.9973073360707563,-8.4094
2500,20,3.1727059501614643,-8.40272
2550,20,3.048425370034223,-8.40443
2600,20,3.041284560754989,-8.40523
2650,20,3.1601849135902764,-8.40377
2700,20,3.070238819114144,-8.41138
2750,20,2.9916944273596937,-8.4061
2800,20,3.110803276903568,-8.40635
2850,20,3.0451357374587227,-8.40928
2900,20,3.011418649025317,-8.4028
2950,20,2.95540886425829,-8.40887
3000,20,3.0881603647150513,-8.40581
3050,20,3.1236194134753354,-8.40626
3100,20,3.067732016751804,-8.40562
3150,20,3.0884790411309986,-8.40623
3200,20,3.1273710954132476,-8.40256
3250,20,3.0743140947093757,-8.40776
3300,20,3.0112603750398486,-8.40596
3350,20,3.060760359457369,-8.40911
3400,20,3.062250728852008,-8.40436
3450,20,3.0060728603629947,-8.40564
3500,20,2.982879549120651,-8.40629
3550,20,3.1667179307013136,-8.4059
3600,20,3.0524634480454673,-8.40846
3650,20,3.068711766815811,-8.40905
3700,20,3.107608575087833,-8.40576
3750,20,3.16319156012267,-8.40227
3800,20,3.0549907353785297,-8.40549
3850,20,3.137123819105275,-8.40548
3900,20,3.099228288930832,-8.40429
3950,20,3.0956246823148086,-8.40847
4000,20,3.1855264095567173,-8.40299
50,20,1.6909241232003285,-8.85916
100,20,2.146084933724582,-8.73423
150,20,2.344440594072988,-8.69306
200,20,2.3581593919323716,-8.68068
250,20,2.542922603504913,-8.64046
300,20,2.697806434349362,-8.66702
350,20,2.9032665471943986,-8.65737
400,20,3.0007673618809583,-8.6352
450,20,2.972339033443233,-8.60624
500,20,2.963561550305245,-8.57971
550,20,3.097696530220746,-8.55116
600,20,3.166865267856713,-8.52575
650,20,3.189684214907095,-8.49693
700,20,3.0938952363072203,-8.48303
750,20,3.181338054784099,-8.4716
800,20,3.056265538866299,-8.45364
850,20,3.1585370884013586,-8.44322
900,20,3.0957404887750366,-8.43481
950,20,3.1775502644076723,-8.42965
1000,20,3.123493769600952,-8.4252
1050,20,3.1389066966656713,-8.42415
1100,20,3.2129006731818066,-8.41919
1150,20,3.1811411586503837,-8.41662
1200,20,3.263034407944988,-8.41225
1250,20,3.1872611725165574,-8.41083
1300,20,3.2232514041050657,-8.41698
1350,20,3.2556216852922355,-8.41305
1400,20,3.253901080754804,-8.41404
1450,20,3.160164253932258,-8.40726
1500,20,3.17313072045542,-8.40914
1550,20,3.2018287707850592,-8.40913
1600,20,3.2302976717806837,-8.40362
1650,20,3.2111256122369016,-8.40833
1700,20,3.3176212808034213,-8.41217
1750,20,3.3447964464515763,-8.40882
1800,20,3.357965854641469,-8.41093
1850,20,3.375385577780541,-8.40727
1900,20,3.3459163650594483,-8.41232
1950,20,3.3022981196694636,-8.40933
2000,20,3.3126701573231054,-8.40989
2050,20,3.3685053938680216,-8.40852
2100,20,3.2626316962209674,-8.41141
2150,20,3.3143014358891567,-8.41342
2200,20,3.2904303684736838,-8.40951
2250,20,3.3125226304633952,-8.41381
2300,20,3.287581941305384,-8.40687
2350,20,3.307641388868295,-8.40787
2400,20,3.290598653095865,-8.40776
2450,20,3.2848309625065553,-8.4094
2500,20,3.351999401380595,-8.40272
2550,20,3.37450724231644,-8.40443
2600,20,3.3420720892937847,-8.40523
2650,20,3.2967934512470976,-8.40377
2700,20,3.203367795712025,-8.41138
2750,20,3.2708352592558403,-8.4061
2800,20,3.332846005183485,-8.40635
2850,20,3.2549279120526795,-8.40928
2900,20,3.361522393886318,-8.4028
2950,20,3.2112817947790275,-8.40887
3000,20,3.3354795148257983,-8.40581
3050,20,3.2929820485273154,-8.40626
3100,20,3.324753198952572,-8.40562
3150,20,3.311339203622535,-8.40623
3200,20,3.249829195733608,-8.40256
3250,20,3.29524816881521,-8.40776
3300,20,3.3345276838439184,-8.40596
3350,20,3.3012439350404095,-8.40911
3400,20,3.2495578171784403,-8.40436
3450,20,3.290130573401354,-8.40564
3500,20,3.293444753840322,-8.40629
3550,20,3.2392054850584264,-8.4059
3600,20,3.23648979368121,-8.40846
3650,20,3.250402653839797,-8.40905
3700,20,3.3520805502734046,-8.40576
3750,20,3.290405997661854,-8.40227
3800,20,3.2952486977502398,-8.40549
3850,20,3.309650242619811,-8.40548
3900,20,3.2535083047141153,-8.40429
3950,20,3.296180003759256,-8.40847
4000,20,3.2944941645917645,-8.40299
50,20,1.518200139894358,-8.85916
100,20,1.997100440456333,-8.73423
150,20,2.1020606937216297,-8.69306
200,20,2.2638487251597006,-8.68068
250,20,2.3278649538322504,-8.64046
300,20,2.522998620938447,-8.66702
350,20,2.648808018111907,-8.65737
400,20,2.736764273931162,-8.6352
450,20,2.8777105455130383,-8.60624
500,20,2.894298243199244,-8.57971
550,20,3.0680117107157945,-8.55116
600,20,3.0356724714144234,-8.52575
650,20,3.0230586478147545,-8.49693
700,20,3.088643694714433,-8.48303
750,20,3.123023484183582,-8.4716
800,20,3.1792386948170996,-8.45364
850,20,3.147389667700234,-8.44322
900,20,3.157147396978525,-8.43481
950,20,3.0879760817581814,-8.42965
1000,20,3.2062042813689384,-8.4252
1050,20,3.1339585690781067,-8.42415
1100,20,3.2708351019080126,-8.41919
1150,20,3.141734247138394,-8.41662
1200,20,3.1268365359203876,-8.41225
1250,20,3.1830759427250643,-8.41083
1300,20,3.2096137574782366,-8.41698
1350,20,3.227559628884631,-8.41305
1400,20,3.1165401589550195,-8.41404
1450,20,3.119268413120812,-8.40726
1500,20,3.1890797780095257,-8.40914
1550,20,3.2597713558647925,-8.40913
1600,20,3.1857397103492073,-8.40362
1650,20,3.194420103035216,-8.40833
1700,20,3.2272671667664716,-8.41217
1750,20,3.275250615673368,-8.40882
1800,20,3.2756252115441526,-8.41093
1850,20,3.1864168886043283,-8.40727
1900,20,3.2440855311811045,-8.41232
1950,20,3.1513941833679917,-8.40933
2000,20,3.1862055773188565,-8.40989
2050,20,3.188014982855972,-8.40852
2100,20,3.1789169646951785,-8.41141
2150,20,3.105584349670742,-8.41342
2200,20,3.2106446892607594,-8.40951
2250,20,3.1746555970889294,-8.41381
2300,20,3.113118679560009,-8.40687
2350,20,3.132231728397294,-8.40787
2400,20,3.0802588314793935,-8.40776
2450,20,3.08709602711026,-8.4094
2500,20,3.1354467543198803,-8.40272
2550,20,3.077225759560816,-8.40443
2600,20,3.1744769225946805,-8.40523
2650,20,3.1772444422816744,-8.40377
2700,20,3.144742516982833,-8.41138
2750,20,3.135508506993076,-8.4061
2800,20,3.1346040868947727,-8.40635
2850,20,3.0827551625497054,-8.40928
2900,20,3.1116402449435387,-8.4028
2950,20,3.097134189301042,-8.40887
3000,20,3.1308002127210344,-8.40581
3050,20,3.024454112244458,-8.40626
3100,20,3.1141859537545167,-8.40562
3150,20,3.108510830686895,-8.40623
3200,20,3.1977527248609166,-8.40256
3250,20,3.0715732594107465,-8.40776
3300,20,3.1302532482818286,-8.40596
3350,20,3.1877656135109156,-8.40911
3400,20,3.1389379172783825,-8.40436
3450,20,3.2186811222612812,-8.40564
3500,20,3.1093015114073728,-8.40629
3550,20,3.0729902932759523,-8.4059
3600,20,3.1735509125353647,-8.40846
3650,20,3.1959739312629063,-8.40905
3700,20,3.037469747365058,-8.40576
3750,20,3.137031168229861,-8.40227
3800,20,3.1996678311981843,-8.40549
3850,20,3.1805038702128856,-8.40548
3900,20,3.212106084965386,-8.40429
3950,20,3.1652077496363145,-8.40847
4000,20,3.1855462012414804,-8.40299
